2022_12_PVFZCE_ANDEAN_ARC_part1,ROCK TYPE,SIO2,TIO2,AL2O3,FEOT,MGO,CAO,NA2O,K2O,SUM
s_900766 [21647],PLU,58.662,0.829,16.333,11.006,3.740,6.873,3.254,2.628,103.325
s_900784 [21647],PLU,58.670,1.120,17.360,8.947,2.360,5.120,4.420,3.320,101.317
s_11830E [23254],PLU,58.700,0.750,16.600,5.600,2.430,5.450,3.900,2.870,96.300
s_BQP-07 [22863],PLU,58.748,1.418,14.302,9.690,1.762,5.464,3.503,2.463,97.350
s_LP D17 [20186],PLU,58.840,0.570,19.370,3.410,0.550,4.640,5.120,4.970,97.470
s_10719Z [23254],PLU,59.000,0.650,15.800,6.140,2.100,5.350,3.500,2.140,94.680
s_PU37 [7395],PLU,59.200,1.560,13.330,4.680,5.500,2.090,0.830,8.000,95.190
s_FA11-26 [23308],PLU,59.219,0.849,16.844,8.192,3.794,7.668,2.609,0.467,99.643
s_IC-103 [23339],PLU,59.240,0.790,17.840,5.540,2.210,5.340,4.010,2.010,96.980
s_503MD [20525],PLU,59.248,0.630,16.710,5.870,1.126,2.814,3.243,2.742,92.382
s_12716F [23254],PLU,59.300,0.770,15.700,6.560,2.680,6.150,3.300,2.200,96.660
s_12719B [23254],PLU,59.300,0.820,16.100,6.600,2.620,5.600,3.500,2.680,97.220
s_10719N [22835],PLU,59.300,0.740,17.300,7.707,2.370,7.390,4.700,0.780,100.287
s_10715E [22835],PLU,59.300,0.720,16.200,10.993,2.150,5.200,3.900,2.990,101.453
s_FA-12-11 [23308],PLU,59.304,0.940,17.117,8.351,2.965,7.563,2.977,0.377,99.592
s_5/15 [5804],PLU,59.340,0.970,17.810,5.300,2.840,4.440,4.470,1.960,97.130
s_900719 [21647],PLU,59.351,0.850,16.920,10.092,2.820,6.050,3.360,2.370,101.813
s_CL 611 [24360],PLU,59.378,0.805,16.826,6.750,3.269,6.638,3.249,2.052,98.966
s_AM0819 [20547],PLU,59.390,1.030,16.080,6.840,2.990,5.590,3.540,2.600,98.060
s_11830D [23254],PLU,59.400,0.730,16.400,4.870,2.160,5.070,3.800,3.320,95.750
s_253 [23838],PLU,59.460,0.801,17.290,4.450,2.580,6.070,6.040,0.400,97.091
s_FA1005 [23308],PLU,59.478,0.824,17.875,7.815,3.238,6.912,3.071,0.404,99.617
s_17TL-11 [25685],PLU,59.510,0.750,15.120,4.890,1.570,5.440,3.270,3.360,93.910
s_11831EE [23254],PLU,59.600,0.790,16.000,5.600,2.340,4.860,3.200,3.550,95.940
s_13904D [23254],PLU,59.600,0.640,16.200,9.990,1.180,4.240,5.530,0.370,97.750
s_900781 [21647],PLU,59.640,1.000,17.800,7.640,1.850,4.290,4.150,4.420,100.790
